name,adress,latitude,longitude
梓川サービスエリア(上り線)店,長野県 安曇野市 豊科高家961-1 梓川サービスエリア(上り線),137.93167,36.26921
スノーピークランドステーション白馬店,長野県 北安曇郡 白馬村北城5490 Snow Peak LAND STATION HAKUBA,137.83861,36.70842
ラザウォーク甲斐双葉店,山梨県 甲斐市 志田柿木645-1 ラザウォーク甲斐双葉,138.48378,35.68454
甲府和戸通り店,山梨県 甲府市 向町172-4,138.61096,35.64895
甲府平和通り店,山梨県 甲府市 住吉2-6-17,138.56668,35.63552
富士急ハイランド店,山梨県 富士吉田市 新西原5-6-1 富士急ハイランド,138.78026,35.4861
富士吉田店,山梨県 富士吉田市 上吉田東4-14-22,138.80687,35.47399
談合坂サービスエリア(上り線）店,山梨県 上野原市 大野4943,139.05826,35.62399
EXPASA談合坂サービスエリア（下り線）店,山梨県 上野原市 野田尻710 中央自動車道　談合坂サービスエリア(下り線）内,139.03731,35.64853
甲府リバーシティ店,山梨県 中央市 山ノ神1122 リバーシティショッピングセンター,138.51357,35.61478
イオンモール甲府昭和1階店,山梨県 中巨摩郡 昭和町飯喰1505-1 イオンモール甲府昭和1階,138.5222,35.62281
イオンモール甲府昭和3階店,山梨県 中巨摩郡 昭和町飯喰1505-1 イオンモール甲府昭和3階,138.5222,35.62281
甲府アルプス通り店,山梨県 中巨摩郡 昭和町清水新居59-12,138.54337,35.65097
山梨大学医学部附属病院店,山梨県 中央市 下河東1110 山梨大学医学部附属病院,138.53818,35.6092
沼津花園店,静岡県 沼津市 花園町10-15,138.86928,35.1212
ららぽーと沼津店,静岡県 沼津市 東椎路東荒301-3 ららぽーと沼津,138.83714,35.12861
EXPASA足柄サービスエリア（下り線）店,静岡県 駿東郡 小山町桑木599 東名高速道路　EXPASA足柄（下り線）,138.96701,35.31346
三島玉川店,静岡県 三島市 玉川247-1,138.91412,35.10902
EXPASA足柄サービスエリア（上り線）店,静岡県 御殿場市 深沢1801-1 東名高速道路　EXPASA足柄（上り線）,138.96336,35.3145
御殿場プレミアム・アウトレット店,静岡県 御殿場市 深沢1312 御殿場プレミアム・アウトレット EAST ZONE 2920区,138.9631,35.3075
御殿場萩原店,静岡県 御殿場市 萩原226-1,138.93163,35.31113
イオンタウン富士南店,静岡県 富士市 鮫島118-10 イオンタウン富士南,138.67715,35.1391
富士高島店,静岡県 富士市 高島町68,138.67369,35.15805
イオンモール富士宮店,静岡県 富士宮市 浅間町1-8　 イオンモール富士宮,138.61189,35.22093
静岡呉服町通り店,静岡県 静岡市葵区 呉服町2-8-9 アクロス辻源ビル 1F,138.38422,34.97371
蔦屋書店 静岡本店,静岡県 静岡市葵区 呉服町1-20,138.38011,34.97554
MARK IS 静岡店,静岡県 静岡市葵区 柚木1026 MARK IS 静岡,138.40817,34.9824
静岡駅 新幹線ラチ内店,静岡県 静岡市葵区 黒金町47 ASTY静岡,138.3889,34.97179
ASTY静岡 西館店,静岡県 静岡市葵区 黒金町47 ASTY静岡,138.3889,34.97179
静岡南瀬名店,静岡県 静岡市葵区 南瀬名町5-37,138.42117,35.00298
富士川サービスエリア（下り線）店,静岡県 富士市 岩淵1348-3 東名高速道路 富士川サービスエリア（下り線）,138.61995,35.15844
静岡草薙店,静岡県 静岡市駿河区 中吉田43-27,138.43736,34.99654
アピタ静岡店,静岡県 静岡市駿河区 石田1-5-1 アピタ静岡店,138.40106,34.95923
静岡中原店,静岡県 静岡市駿河区 石田1-5-1 アピタ静岡店,138.40106,34.95923
静岡中原店,静岡県 静岡市駿河区 中原430-1,138.38779,34.95757
焼津八楠店,静岡県 焼津市 八楠2-1-1,138.31189,34.87777
藤枝蓮華寺池公園店,静岡県 藤枝市 本町1-2,138.25861,34.87368
藤枝高柳店,静岡県 藤枝市 高柳1-8-42,138.26392,34.8503
浜松新津町店,静岡県 浜松市中区 新津町682-1,137.73929,34.72021
浜松 メイワン エキマチウエスト店,静岡県 浜松市中区 砂山町6-2 EKIMACHI WEST,137.73445,34.70378
浜松 メイワン 2階店,静岡県 浜松市中区 砂山町6-1,137.73445,34.70378
浜松駅 新幹線ラチ内店,静岡県 浜松市中区 砂山町6-2 EKIMACHI WEST（浜松 メイワン エキマチウエスト店）,137.73445,34.70378
ザザシティ浜松店,静岡県 浜松市中区 砂山町6-2 EKIMACHI WEST（浜松 メイワン エキマチウエスト店）,137.73445,34.70378
ザザシティ浜松店,静岡県 浜松市中区 鍛冶町15 ザザシティ浜松 西館,137.73242,34.70355
浜松城公園店,静岡県 浜松市中区 元城町100-2,137.72496,34.71261
浜名湖サービスエリア店,静岡県 浜松市北区 三ケ日町佐久米61-2 東名高速道路 浜名湖サービスエリア内,137.60834,34.78207
浜松半田山店,静岡県 浜松市東区 半田山4-4-25,137.74435,34.77224
浜松佐鳴台店,静岡県 浜松市中区 佐鳴台3-52-34,137.69656,34.70938
TSUTAYA 佐鳴台店,静岡県 浜松市西区 入野町621-1,137.69911,34.7011
イオンモール浜松志都呂店,静岡県 浜松市西区 志都呂2-37-1,137.65088,34.69695
プレ葉ウォーク浜北店,静岡県 浜松市浜北区 貴布祢1200,137.77928,34.79724
イオンモール浜松市野店,静岡県 浜松市東区 天王町諏訪1981-3 イオンモール浜松市野,137.76373,34.73864
掛川細田店,静岡県 掛川市 細田280-1,137.9817,34.77251
ノブレスパルク袋井店,静岡県 袋井市 高尾3000,137.92683,34.73766
磐田見付店,静岡県 磐田市 見付6039-2,137.85896,34.7362
ららぽーと磐田店,静岡県 磐田市 高見丘1200 ららぽーと磐田,137.84203,34.75016
豊橋ココラフロント店,愛知県 豊橋市 駅前大通1-55 ココラフロント,137.38387,34.76275
ホリデイ・スクエア豊橋店,愛知県 豊橋市 藤沢町141,137.37175,34.74367
豊橋柱店,愛知県 豊橋市 牟呂町扇田53-1,137.37608,34.75085
豊橋曙店,愛知県 豊橋市 曙町南松原6-4,137.40048,34.73046
豊川正岡店,愛知県 豊川市 正岡町流田506,137.38672,34.80214
豊川下長山店,愛知県 豊川市 下長山町宮下7-1,137.38094,34.80671
イオンタウン岡崎美合店,愛知県 岡崎市 美合町つむぎ南1-1 イオンタウン岡崎美合,137.18651,34.92594
岡崎針崎店,愛知県 岡崎市 針崎町岡崎駅南土地区画整理事業27街区5,137.15179,34.91707
イオンモール岡崎1階店,愛知県 岡崎市 戸崎町外山38-5 イオンモール岡崎1階,137.16298,34.9364
イオンモール岡崎3階店,愛知県 岡崎市 戸崎町外山38-5 イオンモール岡崎3階,137.16298,34.9364
岡崎竜美店,愛知県 岡崎市 竜美西2-9-13,137.1669,34.93913
NEOPASA岡崎サービスエリア店,愛知県 岡崎市 宮石町六ツ田10-4　 新東名高速道路　岡崎サービスエリア内,137.22437,35.03033
ヴェルサウォーク西尾店,愛知県 西尾市 高畠町3-23-9 ヴェルサウォーク西尾,137.05966,34.86339
安城百石店,愛知県 安城市 百石町１-5-9,137.07803,34.95328
安城篠目店,愛知県 安城市 篠目町肥田59-1,137.06563,34.97889
碧南城山店,愛知県 碧南市 城山町1-81-3,137.00826,34.89378
刈谷松栄店,愛知県 刈谷市 松栄町2-7-5,137.03308,34.97941
名駅地下街 サンロード店,愛知県 名古屋市中村区 名駅4-7-25 名駅地下街サンロード,136.88461,35.16951
名駅地下街 ユニモール店,愛知県 名古屋市中村区 名駅4-5-26先 ユニモール,136.88638,35.17127
名古屋スパイラルタワーズ店,愛知県 名古屋市中村区 名駅4-27-1 モード学園スパイラルタワーズ,136.88574,35.16814
ＪＲ名古屋駅 太閤通南口店,愛知県 名古屋市中村区 名駅1-1-4,136.88199,35.17103
名古屋ＪＲセントラルタワーズ店,愛知県 名古屋市中村区 名駅1-1-4 ＪＲセントラルタワーズ 13F,136.88199,35.17103
ＫＩＴＴＥ名古屋店,愛知県 名古屋市中村区 名駅1-1-1,136.88199,35.17103
大名古屋ビルヂング店,愛知県 名古屋市中村区 名駅3-28-12 大名古屋ビルヂング地下1階,136.88445,35.17189
名古屋 タカシマヤ ゲートタワーモール店,愛知県 名古屋市中村区 名駅1-1-3 タカシマヤ ゲートタワーモール１F,136.88199,35.17103
名古屋 JRゲートタワー店,愛知県 名古屋市中村区 名駅1-1-3 JRゲートタワー 15F,136.88199,35.17103
名鉄百貨店名古屋店,愛知県 名古屋市中村区 名駅1-2-1 名鉄百貨店本店本館,136.88428,35.16873
名古屋則武新町1階店,愛知県 名古屋市中村区 名駅1-2-1 名鉄百貨店本店本館,136.88428,35.16873
名古屋則武新町1階店,愛知県 名古屋市西区 則武新町3-1-17 イオンモール Nagoya Noritake Garden,136.88054,35.17785
名古屋則武新町2階店,愛知県 名古屋市西区 則武新町3-1-17 イオンモール Nagoya Noritake Garden,136.88054,35.17785
上小田井mozoワンダーシティ 2階店,愛知県 名古屋市西区 二方町40 mozo ワンダーシティ,136.8833,35.22527
上小田井mozoワンダーシティ 4階店,愛知県 名古屋市西区 二方町40 mozo ワンダーシティ,136.8833,35.22527
JR名古屋駅　広小路口店,愛知県 名古屋市中村区 椿町5-6 ＪＲＣＰ　名古屋支店,136.87875,35.17027
JR名古屋駅 新幹線南ラチ内店,愛知県 名古屋市中村区 椿町5-6 ＪＲＣＰ　名古屋支店,136.87875,35.17027
JR名古屋駅 新幹線南ラチ内店,愛知県 名古屋市中村区 椿町5-6 ＪＲＣＰ　名古屋支店,136.87875,35.17027
名古屋グローバルゲート店,愛知県 名古屋市中村区 椿町5-6 ＪＲＣＰ　名古屋支店,136.87875,35.17027
名古屋グローバルゲート店,愛知県 名古屋市中村区 平池町4-60-12 グローバルゲート,136.88255,35.16172
名古屋みなと 蔦屋書店,愛知県 名古屋市港区 港明2-3-2 ららぽーと名古屋みなとアクルス,136.88304,35.10898
イオンモール名古屋茶屋店,愛知県 名古屋市港区 西茶屋2-11 イオンモール名古屋茶屋,136.82594,35.10471
ららぽーと名古屋みなとアクルス店,愛知県 名古屋市港区 港明2-3-2 ららぽーと名古屋みなとアクルス,136.88304,35.10898
金山駅南口店,愛知県 名古屋市熱田区 金山町1-2-26 ヤガミ金山ビル,136.90158,35.142
ミュープラット神宮前店,愛知県 名古屋市熱田区 三本松町18-4 μPLAT神宮前2階,136.91301,35.12498
イオンモール熱田店,愛知県 名古屋市熱田区 六野1-201 イオンモール熱田,136.91141,35.13663
大同病院店,愛知県 名古屋市南区 白水町9 大同病院,136.90704,35.07468
名古屋滝ノ水店,愛知県 名古屋市緑区 上旭2-201,136.9743,35.09154
アピタ鳴海店,愛知県 名古屋市緑区 鳴海町伝治山3-9 アピタ鳴海店,136.95926,35.0932
ヒルズウォーク徳重ガーデンズ店,愛知県 名古屋市緑区 鳴海町伝治山3-9 アピタ鳴海店,136.95926,35.0932
ヒルズウォーク徳重ガーデンズ店,愛知県 名古屋市緑区 元徳重1-505 ヒルズウォーク徳重ガーデンズ,136.99925,35.09433
イオンモール大高1階店,愛知県 名古屋市緑区 南大高2-450 イオンモール大高 1階,136.94719,35.05352
イオンモール大高3階店,愛知県 名古屋市緑区 南大高2-450 イオンモール大高 3階,136.94719,35.05352
桜通り大津店,愛知県 名古屋市中区 丸の内3-20-17 KDX桜通ビル 1F,136.90576,35.17411
三井住友銀行名古屋ビル店,愛知県 名古屋市中区 錦2-18-19 三井住友銀行名古屋ビル 1F,136.89922,35.16888
栄広小路店,愛知県 名古屋市中区 錦3-24-24 錦324ビル,136.90627,35.16936
名古屋インターシティ伏見店,愛知県 名古屋市中区 錦1-11-11 名古屋インターシティ B1F,136.89677,35.16969
ヨリマチFUSHIMI店,愛知県 名古屋市中区 錦2-16-24 ヨリマチFUSHIMI,136.89795,35.16975
栄セントラルパーク店,愛知県 名古屋市中区 錦3-15-13先 セントラルパーク地下街,136.90729,35.17126
栄 チェリープラザ店,愛知県 名古屋市中区 栄3-19-8 栄ミナミ平和ビル,136.90419,35.16545
栄ラシック店,愛知県 名古屋市中区 栄3-6-1,136.9077,35.16738
栄大津通店,愛知県 名古屋市中区 栄3-27-7 サンサカエビル,136.90663,35.16471
名古屋久屋南店,愛知県 名古屋市中区 栄3-31-10 松坂屋久屋南パークテラス,136.90822,35.16357
名古屋パルコ 西館店,愛知県 名古屋市中区 栄3-29-1 名古屋パルコ,136.90742,35.1637
名古屋大須万松寺店,愛知県 名古屋市中区 大須3-31-14 山惣第２ビル,136.90552,35.15838
東別院店,愛知県 名古屋市中区 橘2-903,136.90135,35.15207
アスナル金山1階店,愛知県 名古屋市中区 金山1-17-1 アスナル金山,136.90054,35.14347
アスナル金山3階店,愛知県 名古屋市中区 金山1-17-1 アスナル金山,136.90054,35.14347
名古屋 伏見 ＡＴビル店,愛知県 名古屋市中区 錦1-18-22 名古屋ATビル,136.89417,35.16837
新栄葵町店,愛知県 名古屋市東区 葵1-21-4,136.92101,35.17057
東山線千種駅店,愛知県 名古屋市東区 葵3-15-21先 地下鉄千種駅,136.93008,35.17125
栄公園 オアシス２１店,愛知県 名古屋市東区 東桜1-11-1 オアシス21,136.90968,35.17105
ASTY大曽根店,愛知県 名古屋市東区 東大曽根町46-6 ASTY大曽根,136.93669,35.18962
イオンモールナゴヤドーム前店,愛知県 名古屋市東区 矢田南4-102-3 イオンモールナゴヤドーム前,136.94463,35.18856
イオンモールナゴヤドーム前フードコート店,愛知県 名古屋市東区 矢田南4-102-3,136.94463,35.18856
名城公園店,愛知県 名古屋市北区 名城1-4-1 tonarino,136.90144,35.18912
そよら上飯田店,愛知県 名古屋市北区 織部町1-1 そよら上飯田,136.92836,35.20085
名古屋志段味店,愛知県 名古屋市守山区 上志段味羽根528,137.03552,35.25502
草叢BOOKS 新守山店,愛知県 名古屋市守山区 新守山2830 アピタ新守山,136.94897,35.20477
アピタ千代田橋店,愛知県 名古屋市千種区 千代田橋2-1-1 アピタ千代田橋店,136.96956,35.18711
名古屋自由ヶ丘店,愛知県 名古屋市千種区 千代田橋2-1-1 アピタ千代田橋店,136.96956,35.18711
名古屋自由ヶ丘店,愛知県 名古屋市千種区 鹿子殿14-8,136.97548,35.1785
星が丘テラス店,愛知県 名古屋市千種区 星が丘元町16-50 星が丘テラスEAST,136.98593,35.16102
本山駅前店,愛知県 名古屋市千種区 東山通1-1-1,136.96436,35.16376
覚王山店,愛知県 名古屋市千種区 末盛通1-1 末盛ビル,136.9523,35.16662
イオンタウン千種店,愛知県 名古屋市千種区 千種2-16-13 イオンタウン千種,136.9243,35.16135
名古屋大学附属図書館店,愛知県 名古屋市千種区 不老町 名古屋大学附属中央図書館,136.96468,35.15565
藤が丘effe店,愛知県 名古屋市名東区 藤が丘170-4 effe,137.02147,35.18238
御器所駅前店,愛知県 名古屋市昭和区 阿由知通4-2-1,136.93333,35.14927
イオン八事店,愛知県 名古屋市昭和区 広路町石坂2-1 イオン八事B2階,136.96242,35.13717
中京大学 名古屋キャンパス店,愛知県 名古屋市昭和区 八事本町101-2 中京大学名古屋キャンパスセンタービルＧ階,136.96539,35.13878
名古屋市立大学病院店,愛知県 名古屋市瑞穂区 瑞穂町川澄1 名古屋市立大学病院　外来診療棟,136.9352,35.13939
プライムツリー赤池店,愛知県 日進市 赤池町箕ノ手1 プライムツリー赤池,137.02176,35.11712
日進香久山店,愛知県 日進市 香久山4-201-3 MiO香久山 con*te uno,137.02661,35.14433
日進竹の山店,愛知県 日進市 竹の山2-2306,137.03401,35.15709
ららぽーと愛知東郷3階店,愛知県 愛知郡 東郷町東郷中央土地区画整理事業62街区1・3 ららぽーと愛知東郷3階(店舗番号3470),137.05263,35.09679
TSUTAYA BOOKSTORE ららぽーと愛知東郷店,愛知県 愛知郡 東郷町東郷中央土地区画整理事業62街区1・3 ららぽーと愛知東郷3階(店舗番号3470),137.05263,35.09679
TSUTAYA BOOKSTORE ららぽーと愛知東郷店,愛知県 愛知郡 東郷町東郷中央土地区画整理事業62街区1・3 ららぽーと愛知東郷2階(店舗番号23601),137.05263,35.09679
みよし店,愛知県 愛知郡 東郷町東郷中央土地区画整理事業62街区1・3 ららぽーと愛知東郷2階(店舗番号23601),137.05263,35.09679
みよし店,愛知県 みよし市 三好町中島70-1,137.07442,35.09337
豊田上原店,愛知県 豊田市 上原町一丁田74-1,137.16554,35.11541
豊明店,愛知県 豊明市 沓掛町十三塚2,137.02505,35.0739
イオンモール東浦1階店,愛知県 知多郡 東浦町緒川旭13-2 イオンモール東浦 1階,136.97186,34.98257
イオンモール東浦2階店,愛知県 知多郡 東浦町緒川旭13-2 イオンモール東浦 2階,136.97186,34.98257
豊田鞍ケ池公園店,愛知県 豊田市 池田町五反田566-1 鞍ケ池公園,137.21617,35.09809
豊田T-FACE店,愛知県 豊田市 若宮町1-57-1 T-FACE A館2階,137.15562,35.08759
豊田元町店,愛知県 豊田市 土橋町1-21 MEGA ドン・キホーテ UNY豊田元町,137.12959,35.06336
知立上重原店,愛知県 知立市 上重原町恩田214,137.02379,35.00243
ギャラリエアピタ知立店,愛知県 知立市 長篠町大山18-1 ギャラリエアピタ知立,137.05165,34.99788
豊田住吉店,愛知県 豊田市 住吉町平和27-1,137.12395,35.03578
大府柊山店,愛知県 大府市 柊山町3-401,136.95325,35.01878
半田店,愛知県 半田市 出口町１-40-8,136.92383,34.90288
ラスパ太田川店,愛知県 東海市 大田町下浜田102-1 ラスパ太田川ショッピングセンター (南館1F),136.89345,35.02276
東海加木屋店,愛知県 東海市 加木屋町石田72,136.9071,35.00694
中部国際空港セントレア店,愛知県 常滑市 セントレア1-1 中部国際空港セントレア(4F),136.80902,34.85851
中部国際空港出発ターミナル内店,愛知県 常滑市 セントレア1-1 中部国際空港セントレア(3F),136.80902,34.85851
中部国際空港第２セントレアビル店,愛知県 常滑市 セントレア1-1 第2セントレアビル,136.80902,34.85851
中部国際空港セントレアFLIGHT OF DREAMS店,愛知県 常滑市 セントレア1-1 FLIGHT OF DREAMS,136.80902,34.85851
イオンモール常滑店,愛知県 常滑市 りんくう町2-20-3 イオンモール常滑,136.82678,34.88244
イオンモール扶桑店,愛知県 丹羽郡 扶桑町南山名高塚5-1 イオンモール扶桑,136.89801,35.36236
イオンモール長久手店,愛知県 長久手市 長久手中央 土地開発区画整理事業地内5・10・11街区,137.03851,35.16771
名古屋 アピタ長久手店,愛知県 長久手市 戸田谷901-1 アピタ長久手店,137.03835,35.17245
北名古屋店,愛知県 長久手市 戸田谷901-1 アピタ長久手店,137.03835,35.17245
北名古屋店,愛知県 北名古屋市 井瀬木鴨80-1,136.88365,35.24345
VIA MALL アピタ江南西店,愛知県 江南市 松竹町上野205 VIA MALL アピタ江南西,136.85544,35.34261
犬山梅坪店,愛知県 犬山市 梅坪2-116,136.95198,35.37489
小牧市中央図書館店,愛知県 小牧市 中央1-234 小牧市中央図書館,136.92621,35.28936
小牧川西店,愛知県 小牧市 川西1-1-5,136.90739,35.28506
春日井東野店,愛知県 春日井市 東野町9-20-15,136.98708,35.26157
春日井南下原店,愛知県 春日井市 南下原町3-12-4,136.97499,35.27023
イーアス春日井店,愛知県 春日井市 六軒屋町東丘22 イーアス春日井,136.98265,35.259
TSUTAYA 春日井店,愛知県 春日井市 美濃町2-3,136.94264,35.23941
春日井勝川店,愛知県 春日井市 小野町2-1-1,136.9612,35.22846
アピタ高蔵寺店,愛知県 春日井市 中央台2-5 アピタ高蔵寺店,137.04883,35.28278
TSUTAYA 瀬戸店,愛知県 春日井市 中央台2-5 アピタ高蔵寺店,137.04883,35.28278
TSUTAYA 瀬戸店,愛知県 瀬戸市 西本地町2-222-1,137.05646,35.20692
テラスウォーク一宮店,愛知県 一宮市 両郷町1-2 テラスウォーク一宮,136.81664,35.31117
一宮富士店,愛知県 一宮市 富士3-1-12,136.81897,35.30225
尾張一宮パーキングエリア（下り線）店,愛知県 一宮市 千秋町塩尻14-2 尾張一宮パーキングエリア（下り線）,136.854,35.28157
尾張一宮パーキングエリア（上り線）店,愛知県 一宮市 丹陽町三ツ井2709-6 尾張一宮パーキングエリア（上り線）,136.84589,35.27811
稲沢桜木宮前店,愛知県 稲沢市 桜木宮前町77-1,136.77803,35.25377
アピタタウン稲沢店,愛知県 稲沢市 天池五反田町1 アピタタウン稲沢,136.77148,35.25256
リーフウォーク稲沢店,愛知県 稲沢市 長野7-1-2 リーフウォーク稲沢,136.81944,35.26114
イオンモール木曽川店,愛知県 一宮市 木曽川町黒田南八ツヶ池25-1,136.77361,35.34916
一宮木曽川店,愛知県 一宮市 木曽川町外割田四の通り131,136.77168,35.33906
津島大坪店,愛知県 津島市 大坪町蛤田28-1,136.77542,35.16097
愛西店,愛知県 愛西市 善太新田町十二上57,136.76553,35.12091
みんなの森 ぎふメディアコスモス店,岐阜県 岐阜市 司町40-5 みんなの森 ぎふメディアコスモス,136.76019,35.42699
岐阜茜部店,岐阜県 岐阜市 茜部野瀬2-14-1,136.74611,35.37696
ASTY岐阜店,岐阜県 岐阜市 橋本町1-10-1 ASTY岐阜3F,136.75493,35.40968
本巣北方店,岐阜県 本巣郡 北方町平成8-1,136.67876,35.43357
モレラ岐阜店,岐阜県 本巣市 三橋1100 モレラ岐阜,136.67532,35.45428
関 マーゴ店,岐阜県 関市 倉知516 サンサンシティ　マーゴ,136.90005,35.47779
TSUTAYA BOOKSTORE カラフルタウン岐阜店,岐阜県 岐阜市 柳津町丸野3-3-6 カラフルタウン岐阜1階,136.72861,35.36397
羽島福寿店,岐阜県 羽島市 福寿町本郷千代田72,136.68851,35.32363
岐阜正木店,岐阜県 岐阜市 正木中2-3-8,136.74202,35.44915
イオンモール大垣店,岐阜県 大垣市 外野2-100 イオンモール大垣,136.61371,35.33697
アクアウォーク大垣店,岐阜県 大垣市 林町6-80-21 アクアウォーク大垣,136.61723,35.36988
各務原蘇原店,岐阜県 各務原市 蘇原瑞穂町5-54,136.8521,35.41426
イオンモール各務原店,岐阜県 各務原市 那加萱場町3-8 イオンモール各務原,136.82397,35.39242
美濃加茂新池店,岐阜県 美濃加茂市 新池町1-6-35,137.02496,35.45247
高山岡本店,岐阜県 高山市 岡本町2-47,137.24716,36.14337
多治見光ケ丘店,岐阜県 多治見市 光ケ丘4-48-2,137.10872,35.34741
ルビットタウン中津川店,岐阜県 中津川市 淀川町3-8 ルビットタウン中津川,137.50725,35.49839
草叢BOOKS 各務原店,岐阜県 各務原市 鵜沼各務原町8-7 アピタ各務原,136.90613,35.39705
可児広見店,岐阜県 可児市 広見6-1,137.06352,35.4224
恵那峡サービスエリア（下り線）店,岐阜県 恵那市 大井町2194-82 恵那峡サービスエリア（下り線）,137.4346,35.45883
恵那店,岐阜県 恵那市 長島町正家3-8-41,137.41426,35.43041
アピタ四日市店,三重県 四日市市 安島1-3-31 トナリエ四日市,136.61618,34.96802
イオンタウン四日市泊店,三重県 四日市市 泊小柳町4-5 イオンタウン四日市泊,136.6037,34.93775
四日市中央緑地店,三重県 四日市市 日永東1-3-21 中央緑地,136.61536,34.95112
イオンモール四日市北店,三重県 四日市市 富州原町2-40 イオンモール四日市北,136.65755,35.0076
イオンモール東員店,三重県 員弁郡 東員町長深510-1 イオンモール東員,136.57991,35.06182
イオンモール桑名店,三重県 桑名市 新西方1-22 イオンモール桑名,136.66255,35.07221
桑名サンシパーク店,三重県 桑名市 大仲新田111-1 桑名サンシパーク,136.60812,35.07983
ジャズドリーム長島店,三重県 桑名市 長島町浦安368 三井アウトレットパーク ジャズドリーム長島,136.72992,35.02905
EXPASA御在所サービスエリア（下り線）店,三重県 四日市市 山之一色町乱取口1491-2　 東名阪自動車道　EXPASA御在所(下り線）,136.60089,35.01265
EXPASA御在所サービスエリア（上り線)店,三重県 四日市市 山之一色町池の谷口1569-2 東名阪自動車道　EXPASA御在所(上り線）,136.60089,35.01265
四日市尾平店,三重県 四日市市 尾平町天王川原1863-1,136.591,34.9771
TSUTAYA 鈴鹿中央通店,三重県 鈴鹿市 算所町417-1,136.5511,34.87068
イオンモール鈴鹿店,三重県 鈴鹿市 庄野羽山4-1-2,136.53093,34.87169
ベイスクエア津店,三重県 津市 藤方716 BAY SQUARE Tsu,136.51875,34.68507
イオンモール津南店,三重県 津市 高茶屋小森町145 イオンモール津南,136.51775,34.67027
久居インターガーデン店,三重県 津市 久居明神町風早2533 久居インターガーデン,136.46288,34.6847
イオンモール明和店,三重県 多気郡 明和町中村1223 イオンモール明和,136.61246,34.58155
松阪川井店,三重県 松阪市 川井町772-31,136.5191,34.57992
イオンタウン伊勢ララパーク店,三重県 伊勢市 小木町538 イオンタウンイセララパーク,136.72562,34.5049
伊勢 内宮前店,三重県 伊勢市 宇治今在家町中賀集楽37-4,136.72981,34.42347
イオンタウン伊賀上野店,三重県 伊賀市 四十九町1850 イオンタウン伊賀上野,136.13519,34.74794
ブランチ大津京店,滋賀県 大津市 二本松1-1 ブランチ大津京,135.86472,35.02972
ビエラ大津店,滋賀県 大津市 春日町1-3,135.86545,35.00318
三井アウトレットパーク滋賀竜王店,滋賀県 蒲生郡 竜王町薬師砂山1178-694 三井アウトレットパーク滋賀竜王,136.11108,35.06627
カインズモール彦根店,滋賀県 彦根市 馬場2-1-1,136.24522,35.27995
ビバシティ彦根店,滋賀県 彦根市 高宮町1330-2 ビバシティ彦根,136.25298,35.24352
多賀サービスエリア（上り線）店,滋賀県 犬上郡 多賀町敏満寺62-2 多賀サービスエリア（上り線）,136.28285,35.21906
EXPASA多賀サービスエリア（下り線）店,滋賀県 犬上郡 多賀町敏満寺66-11 名神高速道路　EXPASA多賀（下り線）,136.28366,35.22038
近江八幡店,滋賀県 近江八幡市 鷹飼町北2-3-11,136.10567,35.12734
草津駒井沢店,滋賀県 草津市 駒井沢町18,135.9599,35.04167
草津A・SQUARE店,滋賀県 草津市 西渋川1-23-23,135.9601,35.02419
草津国道１号店,滋賀県 草津市 草津1-20-20,135.9648,35.01551
イオンモール草津店,滋賀県 草津市 新浜町300 イオンモール草津,135.91212,34.99818
近鉄草津店,滋賀県 草津市 渋川1-1-50 近鉄百貨店草津店2階,135.96295,35.02312
滋賀長浜店,滋賀県 草津市 渋川1-1-50 近鉄百貨店草津店2階,135.96295,35.02312
滋賀長浜店,滋賀県 長浜市 川崎町265,136.28421,35.39215
東近江八日市店,滋賀県 東近江市 八日市上之町7-40,136.20349,35.11214
甲賀水口店,滋賀県 甲賀市 水口町水口6004-1,136.19289,34.98046
大阪マルビル店,大阪府 大阪市北区 梅田1-9-20 大阪マルビル 1F,135.49693,34.69983
大阪ガーデンシティ店,大阪府 大阪市北区 梅田3-3-20 明治安田生命大阪ビル,135.49217,34.69932
エキマルシェ大阪店,大阪府 大阪市北区 梅田3-1-1,135.49634,34.70188
梅田イーマ店,大阪府 大阪市北区 梅田1-12-6 梅田イーマ地下2階,135.49858,34.70063
桜橋プラザビル店,大阪府 大阪市北区 曽根崎新地1-4-12 桜橋プラザビル,135.49612,34.69811
中之島三井ビル店,大阪府 大阪市北区 中之島3-3-3 中之島三井ビルディング,135.49387,34.69315
グランフロント大阪店,大阪府 大阪市北区 大深町4-20 グランフロント大阪 ショップ＆レストラン 南館,135.49471,34.70366
LINKS UMEDA　地下1階店,大阪府 大阪市北区 大深町1-1 ヨドバシ梅田タワー LINKS UMEDA 地下1階,135.49625,34.70441
LINKS UMEDA　2階店,大阪府 大阪市北区 大深町1-1 ヨドバシ梅田タワー LINKS UMEDA 2階,135.49625,34.70441
LINKS UMEDA　8階店,大阪府 大阪市北区 大深町1-1 ヨドバシ梅田タワー LINKS UMEDA 8階,135.49625,34.70441
ちゃやまちアプローズタワー店,大阪府 大阪市北区 茶屋町19-19 アプローズタワー 1F,135.49863,34.70857
NU茶屋町プラス店,大阪府 大阪市北区 茶屋町8-26 NU茶屋町プラス 区画番号109,135.49968,34.7072
TSUTAYA 梅田 MeRISE店,大阪府 大阪市北区 鶴野町1-5,135.50108,34.70654
