都道府県,"東京都,市区町村","広島市,福岡市",店舗名,所在地,latitude,longitude
北海道,,,札幌川下店,北海道 札幌市白石区 川下5条4丁目1-20,,
北海道,,,札幌北野店,北海道 札幌市清田区 北野6条5丁目6-36,,
北海道,,,イオンモール札幌平岡店,北海道 札幌市清田区 平岡三条5丁目3-1 イオンモール札幌平岡,,
北海道,,,札幌石山店,北海道 札幌市南区 石山2条9丁目7-50 アクロスプラザ札幌南,,
北海道,,,イオンモール札幌苗穂店,北海道 札幌市東区 東苗穂2条3丁目1-1 イオンモール札幌苗穂,,
秋田県,,,秋田駅店,秋田県 秋田市 中通7-1-2,,
秋田県,,,秋田東通店,秋田県 秋田市 東通4-5-20,,
秋田県,,,秋田保戸野学園通り店,秋田県 秋田市 保戸野鉄砲町14-18,,
秋田県,,,イオンモール秋田店,秋田県 秋田市 御所野地蔵田1-1-1,,
秋田県,,,秋田アルス店,秋田県 秋田市 中通7-2-1 秋田ステーションビル アルス,,
秋田県,,,秋田大学医学部附属病院店,秋田県 秋田市 広面蓮沼44-2 秋田大学医学部附属病院,,
秋田県,,,横手店,秋田県 横手市 条里1-6-21,,
秋田県,,,イオンモール大曲店,秋田県 大仙市 和合坪立177 イオンモール大曲,,
岩手県,,,盛岡菜園店,岩手県 盛岡市 菜園1-11-11 ホテルロイヤル盛岡,,
岩手県,,,盛岡フェザン店,岩手県 盛岡市 盛岡駅前通1-44 フェザン本館2FH,,
岩手県,,,イオンモール盛岡店,岩手県 盛岡市 前潟4-7-1,,
岩手県,,,盛岡西バイパス店,岩手県 盛岡市 北飯岡4-12-20,,
岩手県,,,イオンモール盛岡南店,岩手県 盛岡市 本宮7-1-1 イオンモール盛岡南,,
岩手県,,,一関店,岩手県 一関市 山目泥田55-1,,
岩手県,,,奥州水沢店,岩手県 奥州市 水沢佐倉河羽黒田57-2,,
岩手県,,,北上店,岩手県 北上市 北鬼柳18地割96-2,,
青森県,,,青森中央店,青森県 青森市 荒川藤戸134-2,,
青森県,,,八戸田向店,青森県 八戸市 田向2-12-11,,
青森県,,,八戸城下店,青森県 八戸市 城下4-2-1,,
青森県,,,TSUTAYA BOOKSTORE 弘前ヒロロ店,青森県 弘前市 駅前町9-20 ヒロロ,,
青森県,,,弘前さくら野店,青森県 弘前市 高崎2-17-6 さくら野百貨店,,
青森県,,,弘前公園前店,青森県 弘前市 高崎2-17-6 さくら野百貨店,,
青森県,,,弘前公園前店,青森県 弘前市 上白銀町1-1,,
青森県,,,青森ELM店,青森県 五所川原市 唐笠柳517-1 ELM,,
青森県,,,青森西バイパス店,青森県 青森市 三好2-2-36,,
青森県,,,青森ラビナ店,青森県 青森市 柳川1-2-3 青森駅ビル・ラビナ,,
青森県,,,八戸根城店,青森県 八戸市 根城7-11-30,,
青森県,,,イオンモール下田店,青森県 上北郡 おいらせ町中野平40-1 イオンモール下田,,
北海道,,,シエスタハコダテ店,北海道 函館市 本町24-1 シエスタハコダテ,,
北海道,,,函館ベイサイド店,北海道 函館市 末広町24-6 函館西波止場,,
北海道,,,函館蔦屋書店,北海道 函館市 石川町85-1,,
北海道,,,函館五稜郭駅前店,北海道 函館市 亀田本町46-1,,
北海道,,,イオンモール苫小牧店,北海道 苫小牧市 柳町3-1-20 イオンモール苫小牧,,
北海道,,,札幌グランドホテル店,北海道 札幌市中央区 北1条西4丁目 札幌グランドホテル 1F,,
北海道,,,大同生命札幌ビル ミレド地下1階店,北海道 札幌市中央区 北三条西3丁目1 大同生命札幌ビル地下1階,,
北海道,,,大同生命札幌ビル ミレド2階店,北海道 札幌市中央区 北三条西3丁目1 大同生命札幌ビル2階,,
北海道,,,札幌ステラプレイス センター1階店,北海道 札幌市中央区 北5条西2丁目5 JRタワー「ステラプレイス」,,
北海道,,,札幌ステラプレイス イースト2階店,北海道 札幌市中央区 北5条西2丁目5,,
北海道,,,札幌紀伊國屋書店,北海道 札幌市中央区 北5条西5丁目7 sapporo55　紀伊國屋書店内2階,,
北海道,,,イオン札幌桑園店,北海道 札幌市中央区 北5条西5丁目7 sapporo55　紀伊國屋書店内2階,,
北海道,,,イオン札幌桑園店,北海道 札幌市中央区 北8条西14丁目28 イオン札幌桑園ショッピングセンター,,
北海道,,,札幌南一条店,北海道 札幌市中央区 南1条西2丁目5 南一条Ｋビル 1F,,
北海道,,,札幌パルコ店,北海道 札幌市中央区 南1条西3丁目3 札幌パルコ,,
北海道,,,札幌パセオ店,北海道 札幌市北区 北6条西4丁目3-1 パセオ,,
北海道,,,札幌医科大学附属病院店,北海道 札幌市中央区 南1条西16丁目 札幌医科大学附属病院,,
北海道,,,北広島大曲店,北海道 北広島市 大曲幸町6-1 インターヴィレッジ大曲,,
北海道,,,はなふる恵庭店,北海道 恵庭市 南島松817-4 花の拠点はなふる,,
北海道,,,札幌美園店,北海道 札幌市豊平区 美園3条6丁目2-18,,
北海道,,,ブランチ札幌月寒店,北海道 札幌市豊平区 月寒東3条11丁目1-29 BRANCH札幌月寒,,
北海道,,,札幌西町店,北海道 札幌市西区 西町南4-1-20,,
北海道,,,TSUTAYA 札幌琴似店,北海道 札幌市西区 琴似4条1丁目1-1 コルテナⅠ,,
北海道,,,イオンモール札幌発寒店,北海道 札幌市西区 発寒8条12丁目1-1 イオンモール札幌発寒,,
北海道,,,札幌円山店,北海道 札幌市中央区 南1条西27丁目1-1 マルヤマクラス,,
北海道,,,札幌旭ケ丘店,北海道 札幌市中央区 南8条西23丁目4-6,,
北海道,,,札幌宮ケ丘店,北海道 札幌市中央区 宮ケ丘1-1-1,,
北海道,,,札幌環状通東店,北海道 札幌市東区 本町2条1丁目5-1,,
北海道,,,アリオ札幌店,北海道 札幌市東区 北７条東9丁目2-20 アリオ札幌,,
北海道,,,新千歳空港店,北海道 千歳市 美々　 新千歳空港連絡施設 3F,,
北海道,,,江別 蔦屋書店,北海道 江別市 牧場町14-1,,
北海道,,,旭川大雪通店,北海道 旭川市 大雪通4-491-2,,
北海道,,,イオンモール旭川駅前店,北海道 旭川市 宮下通7-2-5,,
北海道,,,イオンモール旭川西店,北海道 旭川市 緑町23丁目2161-3 イオンモール旭川西,,
北海道,,,旭川東光店,北海道 旭川市 東光13条6丁目2-6,,
北海道,,,旭川北彩都店,北海道 旭川市 宮前2条1丁目1-1,,
北海道,,,旭川医科大学病院店,北海道 旭川市 緑が丘東2条1丁目1-1 旭川医科大学病院,,
北海道,,,帯広稲田店,北海道 帯広市 稲田町南8線西10-7,,
北海道,,,帯広白樺通り店,北海道 帯広市 西21条南3丁目1-6,,
北海道,,,釧路鶴見橋店,北海道 釧路市 昭和中央1-1-1,,
北海道,,,イオン釧路店,北海道 釧路郡 釧路町桂木1-1-7 イオン釧路店,,
北海道,,,北見KITFRONT店,北海道 釧路郡 釧路町桂木1-1-7 イオン釧路店,,
北海道,,,北見KITFRONT店,北海道 北見市 柏陽町592-6 北見KITFRONT,,
北海道,,,北見三輪店,北海道 北見市 東三輪2-36-4,,
東京都,千代田区,,皇居外苑 和田倉噴水公園店,東京都 千代田区 皇居外苑3-1,139.76076,35.68366
東京都,千代田区,,竹橋パレスサイド店,東京都 千代田区 一ツ橋1-1-1 竹橋パレスサイドビルディング 1F,139.75751,35.69092
東京都,千代田区,,ＫＤＤＩ大手町ビル店,東京都 千代田区 大手町1-8-1 ＫＤＤＩ大手町ビル 1F,139.76434,35.68778
東京都,千代田区,,大手町東京サンケイビル店,東京都 千代田区 大手町1-7-2 東京サンケイビル　B1階,139.76505,35.68707
東京都,千代田区,,大手町ビル店,東京都 千代田区 大手町1-6-1 大手町ビル,139.76477,35.68644
東京都,千代田区,,新大手町ビル店,東京都 千代田区 大手町2-2-1 新大手町ビル,139.76729,35.68547
東京都,千代田区,,大手町プレイス店,東京都 千代田区 大手町2-3-1 大手町プレイス,139.76743,35.68678
東京都,千代田区,,丸の内三菱ビル店,東京都 千代田区 丸の内2-5-2 三菱ビル,139.76344,35.67997
東京都,千代田区,,丸の内新東京ビル店,東京都 千代田区 丸の内3-3-1 丸の内新東京ビル,139.76265,35.67756
東京都,千代田区,,ＪＲ東京駅日本橋口店,東京都 千代田区 丸の内1-9-1 丸の内中央ビル,139.76724,35.68125
東京都,千代田区,,東京ステーションシティ サピアタワー店,東京都 千代田区 丸の内1-7-12,139.76794,35.6835
東京都,千代田区,,グランスタ丸の内店,東京都 千代田区 丸の内1-9-1 JR東日本東京駅構内地下1階改札外,139.76724,35.68125
東京都,千代田区,,東京駅 グランルーフ フロント店,東京都 千代田区 丸の内1-9-1 東京駅八重洲中央口B1F　グランルーフ フロント内,139.76724,35.68125
東京都,千代田区,,丸の内オアゾ店,東京都 千代田区 丸の内1-6-4 丸の内OAZO,139.76627,35.68371
東京都,千代田区,,ＪＲ東海 東京駅新幹線南ラチ内店,東京都 千代田区 丸の内1-9-1　 東京駅構内南部高架下 JRCP東京支店,139.76724,35.68125
東京都,千代田区,,グランスタ東京店,東京都 千代田区 丸の内1-9-1　 東京駅構内南部高架下 JRCP東京支店,139.76724,35.68125
東京都,千代田区,,グランスタ東京店,東京都 千代田区 丸の内1-9-1 JR東日本東京駅構内１F グランスタ東京 京葉ストリートエリア,139.76724,35.68125
東京都,千代田区,,東京駅八重洲北口 東京ギフトパレット店,東京都 千代田区 丸の内1-9-1 東京駅,139.76724,35.68125
東京都,千代田区,,有楽町ビル 地下1階店,東京都 千代田区 有楽町1-10-1 有楽町ビル　地下1階,139.7618,35.67494
東京都,千代田区,,有楽町ビル1階店,東京都 千代田区 有楽町1-10-1 有楽町ビル 1階,139.7618,35.67494
東京都,千代田区,,東京ミッドタウン日比谷店,東京都 千代田区 有楽町1-1-4 東京ミッドタウン日比谷,139.75955,35.67409
東京都,千代田区,,有楽町メトロピア店,東京都 千代田区 有楽町1-11-1 東京メトロ有楽町駅構内,139.76288,35.67539
東京都,千代田区,,JR有楽町駅京橋口店,東京都 千代田区 有楽町2-9,139.76256,35.67451
東京都,千代田区,,日比谷シティ店,東京都 千代田区 内幸町2-2-3 日比谷国際ビルヂング B1F(B132),139.75482,35.67051
東京都,千代田区,,山王パークタワー店,東京都 千代田区 永田町2-11-1 山王パークタワー,139.74059,35.67326
東京都,千代田区,,赤坂プルデンシャルタワー店,東京都 千代田区 永田町2-13-10 プルデンシャルタワー,139.73891,35.67581
東京都,千代田区,,霞ダイニング店,東京都 千代田区 霞が関3-2-5 霞が関ビルディング,139.74791,35.67119
東京都,千代田区,,丸の内ビル店,東京都 千代田区 丸の内2-4-1 丸の内ビルディング,139.76379,35.68105
東京都,千代田区,,新丸ビル店,東京都 千代田区 丸の内1-5-1 新丸の内ビル,139.76431,35.68258
東京都,千代田区,,大手町カンファレンスセンター店,東京都 千代田区 大手町1-3-1 JAビル,139.76237,35.69013
東京都,千代田区,,丸の内パークビル店,東京都 千代田区 丸の内2-6-1 丸の内パークビルディング,139.76306,35.67878
東京都,千代田区,,ＫＩＴＴＥ丸の内店,東京都 千代田区 丸の内2-7-2,139.76468,35.67908
東京都,千代田区,,アトレ秋葉原1店,東京都 千代田区 外神田1-17-6 アトレ秋葉原１,139.77238,35.69827
東京都,千代田区,,秋葉原駅前店,東京都 千代田区 神田佐久間町1-6-5 AKIBA・TOLIM,139.77335,35.69783
東京都,千代田区,,神田駅前店,東京都 千代田区 神田鍛冶町3-2 神田サンミビル,139.77122,35.69341
東京都,千代田区,,都営神保町駅店,東京都 千代田区 神田神保町2-7 都営三田線・新宿線「神保町駅」構内,139.7558,35.6957
東京都,千代田区,,神田小川町２丁目店,東京都 千代田区 神田小川町2-5-5 紀陽東京ビル 1F,139.76341,35.69421
東京都,千代田区,,お茶の水村田ビル店,東京都 千代田区 神田駿河台2-5 村田ビルディング 1F,139.76096,35.7
東京都,千代田区,,お茶の水サンクレール店,東京都 千代田区 神田駿河台4-3,139.76517,35.6988
東京都,千代田区,,御茶ノ水ソラシティ店,東京都 千代田区 神田駿河台4-6 御茶ノ水ソラシティ,139.7664,35.69867
東京都,千代田区,,淡路町駅前店,東京都 千代田区 神田淡路町1-2,139.76779,35.69572
東京都,千代田区,,飯田橋サクラテラス店,東京都 千代田区 富士見2-10-2,139.74358,35.69881
東京都,千代田区,,飯田橋サクラテラス 2階店,東京都 千代田区 富士見2-10-2 飯田橋グラン・ブルーム　サクラテラス,139.74358,35.69881
東京都,千代田区,,飯田橋アイガーデンテラス店,東京都 千代田区 飯田橋3-10-9 アイガーデンテラス,139.74985,35.70069
東京都,千代田区,,九段下店,東京都 千代田区 九段北1-2-1 九段北1丁目ビル 1F,139.75204,35.69598
東京都,千代田区,,北の丸スクエア店,東京都 千代田区 九段北1-13-12 北の丸スクエア,139.7506,35.69593
東京都,千代田区,,市ヶ谷駅前店,東京都 千代田区 五番町2 市ヶ谷ストア 2F,139.73276,35.68925
東京都,千代田区,,麹町店,東京都 千代田区 麹町3-2-5 垣見麹町ビル別館 1F,139.73857,35.68424
東京都,千代田区,,東京ガーデンテラス紀尾井町店,東京都 千代田区 紀尾井町1-2 東京ガーデンテラス紀尾井町,139.73718,35.67992
東京都,中央区,,人形町店,東京都 中央区 日本橋人形町3-6-7 人形町共同ビル 1F,139.78131,35.68697
東京都,中央区,,日本橋スルガビル店,東京都 中央区 日本橋室町1-7-1 スルガビル 1F,139.77495,35.68479
東京都,中央区,,コレド室町テラス店,東京都 中央区 日本橋室町3-2-1 コレド室町テラス 地下1階,139.77254,35.68787
東京都,中央区,,コレド室町2店,東京都 中央区 日本橋室町2-3-1 コレド室町2 地下1階,139.77487,35.68689
東京都,中央区,,日本橋本町店,東京都 中央区 日本橋本町2-4-5 扶桑日本橋ビル 1F,139.77556,35.6871
東京都,中央区,,茅場町店,東京都 中央区 日本橋茅場町1-12-2 樋口本店ビル 1F,139.78082,35.67936
東京都,中央区,,日本橋高島屋Ｓ.Ｃ.5階店,東京都 中央区 日本橋茅場町1-12-2 樋口本店ビル 1F,139.78082,35.67936
東京都,中央区,,日本橋高島屋Ｓ.Ｃ.5階店,東京都 中央区 日本橋2-5-1 日本橋高島屋Ｓ.Ｃ. 新館5階,139.77351,35.68147
東京都,中央区,,日本橋高島屋Ｓ.Ｃ.1階店,東京都 中央区 日本橋2-5-1 日本橋高島屋Ｓ.Ｃ. 新館1階,139.77351,35.68147
東京都,中央区,,八重洲地下街店,東京都 中央区 八重洲2-1 八重洲地下街 中3号,139.76961,35.67986
東京都,中央区,,東京駅八重洲南口店,東京都 中央区 八重洲2-4-13 住友不動産八重洲二丁目ビル,139.76871,35.67837
東京都,中央区,,京橋エドグラン店,東京都 中央区 京橋2-2-1 京橋エドグラン,139.76965,35.67731
東京都,中央区,,築地駅前店,東京都 中央区 築地2-12-8 大広ビル 1F,139.77164,35.66818
東京都,中央区,,晴海 トリトンスクエア店,東京都 中央区 晴海1-8-10 晴海アイランド トリトンスクエア オフィスタワーX,139.78183,35.65556
東京都,中央区,,銀座松屋通り店,東京都 中央区 銀座3-7-14 ＥＳＫビル 1F,139.76712,35.67195
東京都,中央区,,銀座コリドー通り店,東京都 中央区 銀座7-2-22 コリドースクエア銀座７丁目,139.75993,35.67037
東京都,中央区,,東銀座店,東京都 中央区 銀座5-15-8 時事通信ビル,139.76753,35.6683
東京都,中央区,,銀座ファイブ店,東京都 中央区 銀座5丁目1番先 GINZA FIVE,139.76166,35.67236
東京都,中央区,,GINZA SIX店,東京都 中央区 銀座6-10-1,139.76405,35.66956
東京都,中央区,,マロニエゲート銀座1店,東京都 中央区 銀座2-2-14 マロニエゲート銀座1,139.76561,35.67461
東京都,中央区,,銀座EXITMELSA店,東京都 中央区 銀座5-7-10,139.76434,35.67092
東京都,中央区,,銀座 蔦屋書店,東京都 中央区 銀座6-10-1 GINZA SIX 6階,139.76405,35.66956
東京都,中央区,,エチカフィット銀座店,東京都 中央区 銀座4-1-2 東京メトロ銀座駅構内,139.76355,35.67305
東京都,中央区,,CIRCLES 銀座店,東京都 中央区 銀座3-7-6 CIRCLES 銀座,139.76712,35.67195
東京都,中央区,,聖路加国際病院店,東京都 中央区 明石町9-1 聖路加国際病院,139.77722,35.66739
東京都,港区,,虎ノ門駅前店,東京都 港区 虎ノ門1-1-23 ウンピン虎ノ門ビル 1F,139.75056,35.67029
東京都,港区,,虎ノ門２丁目タワー店,東京都 港区 虎ノ門2-3-17 虎ノ門２丁目タワー,139.74683,35.66857
東京都,港区,,新橋駅前店,東京都 港区 新橋2-19-3 カシケイビル 1F,139.75955,35.66681
東京都,港区,,JR新橋駅 汐留改札内店,東京都 港区 新橋2-17-14 新橋駅地下1階,139.75816,35.66713
東京都,港区,,JR新橋駅 銀座口店,東京都 港区 新橋2-17-14 新橋駅1階,139.75816,35.66713
東京都,港区,,芝大門店,東京都 港区 芝公園2-3-4 リッチモンドホテル東京芝,139.75215,35.65654
東京都,港区,,愛宕グリーンヒルズ店,東京都 港区 愛宕2-5-1 ＭＯＲＩ タワー（愛宕グリーンヒルズ）,139.74896,35.66205
東京都,港区,,虎ノ門ヒルズ ビジネスタワー店,東京都 港区 虎ノ門1-17-1 虎ノ門ヒルズ ビジネスタワー,139.74957,35.66825
東京都,港区,,東京ワールドゲート神谷町店,東京都 港区 虎ノ門4-1-1 神谷町トラストタワー,139.74454,35.66541
東京都,港区,,カレッタ汐留店,東京都 港区 東新橋1-8-2 カレッタ汐留,139.76227,35.66455
東京都,港区,,汐留シティセンター店,東京都 港区 東新橋1-5-2 汐留シティセンター,139.7614,35.66563
東京都,港区,,ペディ汐留店,東京都 港区 東新橋1-9-1 東京汐留ビルディング内　Pedi汐留,139.76089,35.6625
東京都,港区,,日テレプラザ店,東京都 港区 東新橋1-6-1 日本テレビタワー 2階,139.76015,35.66426
東京都,港区,,六本木７丁目店,東京都 港区 六本木7-14-1 東李閣ビル 1F,139.73137,35.66356
東京都,港区,,六本木ヒルズ メトロハット／ハリウッドプラザ店,東京都 港区 六本木6-4-1 メトロハット/ハリウッドプラザ,139.72969,35.66142
東京都,港区,,六本木ヒルズ ウエストウォーク店,東京都 港区 六本木6-10-1 森タワー 2F,139.7292,35.66021
東京都,港区,,アークヒルズサウスタワー店,東京都 港区 六本木1-4-5 アークヒルズサウスタワー,139.7393,35.66569
東京都,港区,,六本木 蔦屋書店,東京都 港区 六本木6-11-1 ゲートタワー,139.73195,35.65877
東京都,港区,,麻布十番店,東京都 港区 麻布十番1-11-14 ＳＢＳビル,139.7365,35.65573
東京都,港区,,六本木ヒルズ ウエストウォーク ラウンジ店,東京都 港区 六本木6-10-1 森タワー 1F,139.7292,35.66021
東京都,港区,,赤坂見附店,東京都 港区 赤坂3-21-20 赤坂ロングビーチビル 1F,139.73576,35.6769
東京都,港区,,赤坂溜池タワー店,東京都 港区 赤坂2-17-1 赤坂溜池タワー,139.73842,35.67022
東京都,港区,,赤坂インターシティAIR店,東京都 港区 赤坂1-8-1,139.74266,35.66959
東京都,港区,,東京ミッドタウン店,東京都 港区 赤坂9-7-2 東京ミッドタウンB0103,139.73221,35.66602
東京都,港区,,アクセス表参道店,東京都 港区 北青山3-6-17 アクセス表参道ビル,139.71133,35.66523
東京都,港区,,青山ビルヂング店,東京都 港区 北青山1-2-3 青山ビル,139.72321,35.67305
東京都,港区,,南青山２丁目店,東京都 港区 南青山2-26-37 VORT外苑前Ⅰ1F,139.71761,35.66944
東京都,港区,,青山骨董通り店,東京都 港区 南青山5-10-1 H2 AOYAMA BUILDING,139.71109,35.66259
東京都,港区,,南青山骨董通り店,東京都 港区 南青山5-4-27 Barbizon104,139.71443,35.66223
東京都,港区,,アークヒルズ店,東京都 港区 赤坂1-12-32 アーク森ビル 1F,139.7413,35.66734
東京都,港区,,赤坂Bizタワー店,東京都 港区 赤坂5-3-1 赤坂Bizタワー(区画番号206),139.73517,35.67256
東京都,港区,,新田町ビル店,東京都 港区 芝5-34-6 新田町ビル,139.7467,35.64587
東京都,港区,,ムスブ田町2階店,東京都 港区 芝浦3-1-21 msb Tamachi 田町ステーションタワーS 2階205,139.74889,35.64499
東京都,港区,,ムスブ田町4階店,東京都 港区 芝浦3-1-21 msb Tamachi 田町ステーションタワーS 4階402,139.74889,35.64499
東京都,港区,,白金高輪店,東京都 港区 白金1-17-2-102 白金アエルシティ,139.73315,35.64445
東京都,港区,,品川インターシティ店,東京都 港区 港南2-15-2 品川インターシティ 2F (206),139.742,35.62634
東京都,港区,,高輪ゲートウェイ駅店,東京都 港区 港南2-1-220 JR高輪ゲートウェイ駅改札外3階,139.74142,35.6339
東京都,港区,,ＪＲ東海 品川駅ラチ内店,東京都 港区 港南2-1-78 ＪＲＣＰ品川営業所,139.74142,35.6339
東京都,港区,,JR東海 品川駅店,東京都 港区 港南2-1-78 JRCP品川営業所,139.74142,35.6339
東京都,台東区,,上野マルイ店,東京都 台東区 上野6-15-1 上野マルイ店 B1F,139.77582,35.71087
東京都,台東区,,御徒町春日通り店,東京都 台東区 上野6-15-1 上野マルイ店 B1F,139.77582,35.71087
東京都,台東区,,御徒町春日通り店,東京都 台東区 上野6-2-1 ヨシダビル,139.77554,35.7079
東京都,台東区,,アトレ上野店,東京都 台東区 上野7-1-1 アトレ上野 1F,139.77692,35.7137
東京都,台東区,,パルコヤ上野店,東京都 台東区 上野3-24-6 パルコヤ 5階,139.77307,35.70683
東京都,台東区,,エキュート上野 公園口店,東京都 台東区 上野7-1-1 エキュート上野,139.77692,35.7137
東京都,台東区,,JR上野駅 入谷改札前店,東京都 台東区 上野7-1-1 上野駅構内3階入谷口改札外,139.77692,35.7137
東京都,台東区,,上野恩賜公園店,東京都 台東区 上野公園8-22,139.77316,35.71731
東京都,台東区,,雷門店,東京都 台東区 浅草1-18-2 雷門旅館,139.79588,35.71134
東京都,台東区,,浅草駅前店,東京都 台東区 花川戸1-5-1,139.79794,35.71207
東京都,台東区,,浅草雷門通り店,東京都 台東区 雷門2-16-7 グランコピエ浅草雷門,139.795,35.71077
東京都,文京区,,東京ドームシティ ラクーア店,東京都 文京区 春日1-1-1 ラクーア,139.75328,35.70671
東京都,文京区,,水道橋後楽森ビル店,東京都 文京区 後楽1-4-14 後楽森ビル 1F,139.74942,35.70377
東京都,文京区,,東京ドームシティ ミーツポート店,東京都 文京区 後楽1-3-61 東京ドームシティミーツポート1階,139.75171,35.70528
東京都,文京区,,本郷東大前店,東京都 文京区 本郷4-1-4 Design Placeα 1F,139.76077,35.70807
東京都,文京区,,順天堂医院店,東京都 文京区 本郷3-1-3 順天堂大学医学部附属順天堂医院 (1号館）,139.76248,35.7024
東京都,文京区,,日本医科大学付属病院店,東京都 文京区 千駄木1-1-5 日本医科大学付属病院,139.75909,35.72112
東京都,文京区,,東京大学工学部店,東京都 文京区 本郷7-3-1 工学部11号館,139.76321,35.71415
東京都,北区,,王子駅前店,東京都 北区 王子1-9-5 京徳ビル 1F,139.73795,35.75397
東京都,北区,,アトレヴィ田端店,東京都 北区 東田端1-17-2 アトレヴィ田端,139.76213,35.73652
東京都,北区,,ビーンズ赤羽店,東京都 北区 赤羽1-1-1 ビーンズ赤羽,139.72099,35.77785
東京都,足立区,,エキア北千住店,東京都 足立区 千住旭町42-1 EQUiA北千住,139.80605,35.75281
東京都,足立区,,ルミネ北千住店,東京都 足立区 千住旭町42-2 ルミネ北千住,139.80605,35.75281
東京都,足立区,,北千住マルイ店,東京都 足立区 千住3-92 北千住マルイ,139.80457,35.75108
東京都,足立区,,アリオ西新井店,東京都 足立区 西新井栄町1-20-1 アリオ西新井,139.78578,35.77469
東京都,葛飾区,,金町駅南口店,東京都 葛飾区 金町6-4-2 ラヴィクレール金町,139.87137,35.76903
東京都,葛飾区,,アリオ亀有店,東京都 葛飾区 亀有3-49-3 アリオ亀有,139.85254,35.76434
東京都,墨田区,,錦糸町オリナス店,東京都 墨田区 太平4-1-2 オリナス,139.81612,35.70058
東京都,墨田区,,錦糸町テルミナ2店,東京都 墨田区 錦糸1-2-47 テルミナ2,139.81343,35.69683
東京都,墨田区,,錦糸町 丸井店,東京都 墨田区 江東橋3-9-10 丸井 錦糸町店,139.81371,35.695
東京都,墨田区,,錦糸町パルコ店,東京都 墨田区 江東橋3-9-10 丸井 錦糸町店,139.81371,35.695
東京都,墨田区,,錦糸町パルコ店,東京都 墨田区 江東橋4-27-14 楽天地ビル,139.81572,35.6962
東京都,墨田区,,東京スカイツリータウン・ソラマチ東6階店,東京都 墨田区 押上1-1-2 東京スカイツリータウン,139.8112,35.71034
東京都,墨田区,,東京スカイツリータウン・ソラマチ西1階店,東京都 墨田区 押上1-1-2 東京スカイツリータウン,139.8112,35.71034
東京都,江戸川区,,シャポー小岩店,東京都 江戸川区 南小岩7-24-15,139.88159,35.73307
東京都,江戸川区,,葛西臨海公園駅店,東京都 江戸川区 臨海町6-3-4 葛西臨海公園駅高架下ビル,139.85837,35.64545
東京都,江東区,,木場イトーヨーカドー店,東京都 江東区 木場1-5-30 イトーヨーカドー木場店 1F,139.80321,35.6655
東京都,江東区,,豊洲フォレシア店,東京都 江東区 木場1-5-30 イトーヨーカドー木場店 1F,139.80321,35.6655
東京都,江東区,,豊洲フォレシア店,東京都 江東区 豊洲3-2-24 豊洲フォレシア,139.79486,35.65761
東京都,江東区,,アーバンドック ららぽーと豊洲3 地下1階店,東京都 江東区 豊洲2-2-1 ららぽーと豊洲3 地下1階,139.79475,35.6545
東京都,江東区,,TSUTAYA BOOKSTORE 東雲店,東京都 江東区 東雲2-7-20,139.80354,35.64363
東京都,江東区,,東京ビッグサイト店,東京都 江東区 有明3-11-1 東京ビッグサイト　レストラン街,139.79445,35.62982
東京都,江東区,,ダイバーシティ東京 プラザ店,東京都 江東区 青海1-1-10 ダイバーシティ東京 プラザ 2階,139.77377,35.62326
東京都,港区,,アクアシティお台場店,東京都 港区 台場1-7-1（区番R306） アクアシティお台場,139.77359,35.6278
東京都,江東区,,豊洲センタービル店,東京都 江東区 豊洲3-3-3 豊洲センタービル 1F,139.79672,35.65571
東京都,江東区,,ららぽーと豊洲 サウスポート2階店,東京都 江東区 豊洲2-4-9 ららぽーと豊洲,139.79123,35.65537
東京都,江東区,,ららぽーと豊洲 シーサイドデッキ店,東京都 江東区 豊洲2-4-9 アーバンドック　ららぽーと豊洲,139.79123,35.65537
東京都,江東区,,アトレ亀戸店,東京都 江東区 亀戸5-1-1 アトレ亀戸 1F,139.82707,35.69763
東京都,江東区,,カメイドクロック店,東京都 江東区 亀戸6-31-6 KAMEIDO CLOCK,139.82907,35.69574
東京都,江東区,,アリオ北砂店,東京都 江東区 北砂2-17-1 アリオ北砂,139.82556,35.68245
東京都,江東区,,イオン南砂店,東京都 江東区 南砂6-7-15 イオン南砂店 1F,139.83594,35.67184
東京都,江東区,,天王洲店,東京都 江東区 南砂6-7-15 イオン南砂店 1F,139.83594,35.67184
東京都,品川区,,天王洲店,東京都 品川区 東品川2-2-4 天王洲ファーストタワー,139.74919,35.62175
東京都,品川区,,イオンスタイル品川シーサイド店,東京都 品川区 東品川4-12-5 イオンスタイル品川シーサイド,139.74866,35.61023
東京都,品川区,,大井町駅東口店,東京都 品川区 東大井5-20-1,139.73505,35.60576
東京都,品川区,,エトモ大井町店,東京都 品川区 大井1-1-1 エトモ大井町,139.73093,35.60797
東京都,品川区,,阪急大井町ガーデン店,東京都 品川区 大井1-50-5 新阪急大井町ビル,139.73398,35.60563
東京都,品川区,,大崎ブライトタワー店,東京都 品川区 北品川5-6-1 大崎ブライトタワー,139.73033,35.62143
東京都,品川区,,目黒店,東京都 品川区 上大崎2-25-2 新目黒東急ビル,139.71463,35.63449
東京都,品川区,,アトレ目黒1店,東京都 品川区 上大崎2-16-9 アトレ目黒1,139.71581,35.63449
東京都,品川区,,目黒セントラルスクエア店,東京都 品川区 上大崎3-1-1,139.71684,35.63285
